Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,Year,Month,YearMonth,Day,Weekday
2018-04-19 09:54:53,Saving Bank Account 1,Food,Milk,Milk 1Lit,72.0,Expense,Inr,2018,April,2018-04,19,Thursday
2018-04-17 09:04:44,Cash,Food,Milk,Milk 1Lit,72.0,Expense,Inr,2018,April,2018-04,17,Tuesday
2018-04-16 22:40:53,Saving Bank Account 1,Education,Stationary,3 Pens,21.0,Expense,Inr,2018,April,2018-04,16,Monday
2018-04-16 20:58:57,Saving Bank Account 1,Apparel,Laundry,Clothes Ironing,63.0,Expense,Inr,2018,April,2018-04,16,Monday
2018-04-16 20:55:46,Saving Bank Account 1,Household,Kirana,Cockroach Injection,270.0,Expense,Inr,2018,April,2018-04,16,Monday
2018-04-16 18:26:44,Saving Bank Account 1,Household,Kirana,Supermart,265.0,Expense,Inr,2018,April,2018-04,16,Monday
2018-04-16 18:26:06,Credit Card,Household,Kirana,Smart Point,450.0,Expense,Inr,2018,April,2018-04,16,Monday
2018-04-15 19:07:49,Cash,Food,Snacks,Pav Bhaji,70.0,Expense,Inr,2018,April,2018-04,15,Sunday
2018-04-15 19:07:30,Cash,Food,Tea,2 Cutting Chai,20.0,Expense,Inr,2018,April,2018-04,15,Sunday
2018-04-15 19:06:45,Credit Card,Household,Kitchen,"Vessels For Sugar, Coffee And Tea",799.0,Expense,Inr,2018,April,2018-04,15,Sunday
2018-04-15 14:40:22,Credit Card,Family,Makeup,Body Mist,525.0,Expense,Inr,2018,April,2018-04,15,Sunday
2018-04-15 14:40:08,Cash,Transportation,Bike,Station Parking,10.0,Expense,Inr,2018,April,2018-04,15,Sunday
2018-04-15 14:39:37,Cash,Transportation,Train,Place 0 To Place 4 Return,20.0,Expense,Inr,2018,April,2018-04,15,Sunday
2018-04-15 14:38:43,Cash,Food,Lunch,Catering Service,70.0,Expense,Inr,2018,April,2018-04,15,Sunday
2018-04-14 22:27:04,Saving Bank Account 1,Household,Kirana,Supermart,107.0,Expense,Inr,2018,April,2018-04,14,Saturday
2018-04-14 22:24:43,Saving Bank Account 1,Food,Grocery,Pizza Base Packet 2,40.0,Expense,Inr,2018,April,2018-04,14,Saturday
2018-04-14 06:31:35,Saving Bank Account 1,Food,Biscuits,Khari Packet,45.0,Expense,Inr,2018,April,2018-04,14,Saturday
2018-04-14 06:31:14,Saving Bank Account 1,Food,Milk,Milk 1Lit,72.0,Expense,Inr,2018,April,2018-04,14,Saturday
2018-04-13 20:34:03,Cash,Health,Lab Tests,Family Thyroid Test + Cbc,700.0,Expense,Inr,2018,April,2018-04,13,Friday
2018-03-31 21:39:12,Saving Bank Account 1,Food,Ice Cream,2 Chocobar,45.0,Expense,Inr,2018,March,2018-03,31,Saturday
2018-03-31 19:45:07,Credit Card,Food,Dinner,Home Food Delivery,244.0,Expense,Inr,2018,March,2018-03,31,Saturday
2018-03-31 14:48:02,Saving Bank Account 1,Salary,Nan,From Workplace,64636.0,Income,Inr,2018,March,2018-03,31,Saturday
2018-03-31 13:20:18,Credit Card,Food,Lunch,Domino'S Pizza,419.0,Expense,Inr,2018,March,2018-03,31,Saturday
2018-03-31 11:32:03,Saving Bank Account 1,Transportation,Bike,Station Parking,10.0,Expense,Inr,2018,March,2018-03,31,Saturday
2018-03-31 07:36:40,Saving Bank Account 1,Interest,Nan,Interest Paid,589.0,Income,Inr,2018,March,2018-03,31,Saturday
2018-03-31 07:26:26,Cash,Transportation,Train,Place 0 To Sion Returns,30.0,Expense,Inr,2018,March,2018-03,31,Saturday
2018-03-30 20:10:12,Cash,Food,Snacks,1 Panipuri,25.0,Expense,Inr,2018,March,2018-03,30,Friday
2018-03-30 11:27:41,Cash,Food,Vegetables,Ginger + Green Chilli,20.0,Expense,Inr,2018,March,2018-03,30,Friday
2018-03-30 11:27:33,Cash,Food,Milk,Milk 1Lit,72.0,Expense,Inr,2018,March,2018-03,30,Friday
2018-03-29 20:10:25,Credit Card,Food,Dinner,At Restaurant,1234.0,Expense,Inr,2018,March,2018-03,29,Thursday
2018-03-27 19:58:24,Cash,Food,Breakfast,Bread,35.0,Expense,Inr,2018,March,2018-03,27,Tuesday
2018-03-26 13:05:30,Saving Bank Account 1,Food,Milk,Milk 1Lit,72.0,Expense,Inr,2018,March,2018-03,26,Monday
2018-03-26 09:55:55,Credit Card,Subscription,Tata Sky,Permanent Residence - Tata Play Recharge,157.0,Expense,Inr,2018,March,2018-03,26,Monday
2018-03-25 22:20:31,Saving Bank Account 1,Dividend Earned On Shares,Nan,Marico Stocks,40.5,Income,Inr,2018,March,2018-03,25,Sunday
2018-03-25 21:14:42,Cash,Transportation,Bike,Station Parking,10.0,Expense,Inr,2018,March,2018-03,25,Sunday
2018-03-25 21:14:08,Cash,Food,Snacks,Popcorn Family Pack,25.0,Expense,Inr,2018,March,2018-03,25,Sunday
2018-03-25 21:13:44,Cash,Food,Tea,2 Tea,20.0,Expense,Inr,2018,March,2018-03,25,Sunday
2018-03-25 21:13:19,Cash,Food,Snacks,2 Frankie,160.0,Expense,Inr,2018,March,2018-03,25,Sunday
2018-03-25 21:12:38,Credit Card,Food,Snacks,French Crossiant,80.0,Expense,Inr,2018,March,2018-03,25,Sunday
2018-03-25 21:12:00,Credit Card,Food,Tea,Ikea Tea 3,240.0,Expense,Inr,2018,March,2018-03,25,Sunday
2018-03-23 19:48:39,Cash,Culture,Books,Finding Next Job,100.0,Expense,Inr,2018,March,2018-03,23,Friday
2018-03-22 22:30:49,Saving Bank Account 1,Food,Flour Mill,1 Kg Bajari,7.0,Expense,Inr,2018,March,2018-03,22,Thursday
2018-03-22 22:30:20,Cash,Food,Vegetables,Half Kg Tomato,15.0,Expense,Inr,2018,March,2018-03,22,Thursday
2018-03-22 20:13:48,Saving Bank Account 1,Household,Kirana,Supermart,153.0,Expense,Inr,2018,March,2018-03,22,Thursday
2018-03-22 19:31:37,Saving Bank Account 1,Food,Snacks,Pickle,150.0,Expense,Inr,2018,March,2018-03,22,Thursday
2018-03-22 19:31:16,Cash,Food,Snacks,Potato Chips,150.0,Expense,Inr,2018,March,2018-03,22,Thursday
2018-03-22 12:50:18,Cash,Food,Rajgira Ladu,1 Packet,20.0,Expense,Inr,2018,March,2018-03,22,Thursday
2018-03-22 12:47:34,Cash,Food,Milk,Milk 1Lit,72.0,Expense,Inr,2018,March,2018-03,22,Thursday
2018-03-21 23:13:13,Saving Bank Account 1,Food,Snacks,2 Kachori,24.0,Expense,Inr,2018,March,2018-03,21,Wednesday
2018-03-21 18:41:45,Credit Card,Household,Kirana,Idli Pith 1Kg,38.0,Expense,Inr,2018,March,2018-03,21,Wednesday
2018-03-21 17:26:41,Cash,Family,Pocket Money,Nan,50.0,Expense,Inr,2018,March,2018-03,21,Wednesday
2018-03-20 20:13:08,Credit Card,Food,Dinner,2 Fried Rice,246.0,Expense,Inr,2018,March,2018-03,20,Tuesday
2018-03-20 16:30:07,Saving Bank Account 2,Other,Nan,Nan,17.0,Expense,Inr,2018,March,2018-03,20,Tuesday
2018-03-20 16:26:08,Credit Card,Food,Snacks,Chicken Lollypop 8 Pcs,215.75,Expense,Inr,2018,March,2018-03,20,Tuesday
2018-03-20 16:15:59,Cash,Food,Breakfast,Bread,18.0,Expense,Inr,2018,March,2018-03,20,Tuesday
2018-03-20 16:15:41,Cash,Food,Eggs,6 Eggs,36.0,Expense,Inr,2018,March,2018-03,20,Tuesday
2018-03-20 16:15:16,Cash,Food,Milk,Half Lit  Milk,36.0,Expense,Inr,2018,March,2018-03,20,Tuesday
2018-03-18 20:40:33,Cash,Transportation,Bike,Station Parking,10.0,Expense,Inr,2018,March,2018-03,18,Sunday
2018-03-18 18:57:34,Cash,Food,Snacks,Dabeli,15.0,Expense,Inr,2018,March,2018-03,18,Sunday
2018-03-18 18:47:54,Credit Card,Family,Clothes,Trouser,799.0,Expense,Inr,2018,March,2018-03,18,Sunday
2018-03-18 18:41:33,Credit Card,Family,Clothes,Belt + Bow,498.0,Expense,Inr,2018,March,2018-03,18,Sunday
2018-03-18 17:16:44,Cash,Food,Snacks,Papad Packet,50.0,Expense,Inr,2018,March,2018-03,18,Sunday
2018-03-18 17:16:27,Cash,Food,Snacks,1 Panipuri,30.0,Expense,Inr,2018,March,2018-03,18,Sunday
2018-03-18 17:16:09,Cash,Food,Tea,Cutting Chai,10.0,Expense,Inr,2018,March,2018-03,18,Sunday
2018-03-18 16:16:21,Cash,Transportation,Train,Place 0 To Place 4 Return,20.0,Expense,Inr,2018,March,2018-03,18,Sunday
2018-03-17 22:50:45,Cash,Food,Lunch,Catering Service,30.0,Expense,Inr,2018,March,2018-03,17,Saturday
2018-03-17 13:13:18,Saving Bank Account 1,Food,Milk,Half Lit  Milk,37.0,Expense,Inr,2018,March,2018-03,17,Saturday
2018-03-15 16:27:45,Cash,Food,Lunch,Catering Service,60.0,Expense,Inr,2018,March,2018-03,15,Thursday
2018-03-15 16:27:45,Saving Bank Account 1,Food,Milk,Half Lit  Milk,36.0,Expense,Inr,2018,March,2018-03,15,Thursday
2018-03-14 21:39:40,Cash,Household,Kirana,Mayonnaise + Cheese Cubes,140.0,Expense,Inr,2018,March,2018-03,14,Wednesday
2018-03-14 21:38:13,Cash,Food,Onions,Onion 2 Kg,40.0,Expense,Inr,2018,March,2018-03,14,Wednesday
2018-03-14 06:04:18,Credit Card,Food,Dinner,Domino'S Pizza,578.0,Expense,Inr,2018,March,2018-03,14,Wednesday
2018-03-14 06:03:35,Share Market Trading,Saving Bank Account 1,Nan,Unused Funds,42.88,Transfer-Out,Inr,2018,March,2018-03,14,Wednesday
2018-03-13 12:39:40,Cash,Family,Pocket Money,Nan,480.0,Expense,Inr,2018,March,2018-03,13,Tuesday
2018-03-13 09:27:56,Saving Bank Account 1,Food,Milk,Half Lit  Milk,36.0,Expense,Inr,2018,March,2018-03,13,Tuesday
2018-02-28 20:32:55,Saving Bank Account 1,Food,Biscuits,Khari Packet,45.0,Expense,Inr,2018,February,2018-02,28,Wednesday
2018-02-28 20:31:38,Saving Bank Account 1,Food,Milk,Half Lit Varna Milk,36.0,Expense,Inr,2018,February,2018-02,28,Wednesday
2018-02-28 20:31:10,Credit Card,Food,Onions,Onion 1 Kg,30.0,Expense,Inr,2018,February,2018-02,28,Wednesday
2018-02-28 20:29:59,Credit Card,Food,Potato,Potato 1Kg,18.0,Expense,Inr,2018,February,2018-02,28,Wednesday
2018-02-28 14:52:04,Saving Bank Account 1,Salary,Nan,From Workplace,64556.0,Income,Inr,2018,February,2018-02,28,Wednesday
2018-02-27 19:44:34,Credit Card,Household,Kirana,Idli Pith 1Kg,38.0,Expense,Inr,2018,February,2018-02,27,Tuesday
2018-02-27 13:21:31,Cash,Food,Lunch,5 Chapati,30.0,Expense,Inr,2018,February,2018-02,27,Tuesday
2018-02-26 22:48:53,Saving Bank Account 1,Food,Milk,1 Lit,73.0,Expense,Inr,2018,February,2018-02,26,Monday
2018-02-26 19:32:22,Saving Bank Account 1,Household,Toiletries,Mirror Repair,140.0,Expense,Inr,2018,February,2018-02,26,Monday
2018-02-26 18:25:59,Credit Card,Transportation,Bike,First Servicing,443.0,Expense,Inr,2018,February,2018-02,26,Monday
2018-02-26 12:41:33,Saving Bank Account 1,Food,Beverage,Chaas,17.0,Expense,Inr,2018,February,2018-02,26,Monday
2018-02-24 20:02:05,Saving Bank Account 1,Food,Bread,Flatbread 12 Pcs,40.0,Expense,Inr,2018,February,2018-02,24,Saturday
2018-02-23 22:34:02,Cash,Health,Medicine,Refresh Tears Drop,128.0,Expense,Inr,2018,February,2018-02,23,Friday
2018-02-23 07:02:54,Saving Bank Account 1,Food,Rajgira Ladu,1 Packet,20.0,Expense,Inr,2018,February,2018-02,23,Friday
2018-02-23 06:59:56,Saving Bank Account 1,Food,Milk,1 Lit,72.0,Expense,Inr,2018,February,2018-02,23,Friday
2018-02-22 23:45:17,Saving Bank Account 1,Subscription,Tata Sky,Permanent Residence - Tata Play Recharge,157.0,Expense,Inr,2018,February,2018-02,22,Thursday
2018-02-22 20:39:03,Saving Bank Account 1,Food,Beverage,Limca,20.0,Expense,Inr,2018,February,2018-02,22,Thursday
2018-02-22 20:38:20,Saving Bank Account 1,Food,Onions,Onion 1 Kg,20.0,Expense,Inr,2018,February,2018-02,22,Thursday
2018-02-22 19:19:32,Saving Bank Account 1,Food,Lunch,Catering Service,192.0,Expense,Inr,2018,February,2018-02,22,Thursday
2018-02-20 21:42:59,Saving Bank Account 1,Household,Appliances,Kitchen Fan + Installation+ Repair,2600.0,Expense,Inr,2018,February,2018-02,20,Tuesday
2018-02-19 22:15:12,Saving Bank Account 1,Petty Cash,Nan,From Family,170.0,Income,Inr,2018,February,2018-02,19,Monday
2018-02-19 22:15:12,Saving Bank Account 1,Beauty,Grooming,Hair Cut+Shaving,170.0,Expense,Inr,2018,February,2018-02,19,Monday
2018-02-19 09:47:24,Saving Bank Account 1,Food,Milk,1 Lit,72.0,Expense,Inr,2018,February,2018-02,19,Monday
2018-02-19 09:47:14,Saving Bank Account 1,Food,Snacks,2 Kachori,24.0,Expense,Inr,2018,February,2018-02,19,Monday
2018-02-17 23:12:28,Credit Card,Food,Dinner,Bbq,1783.0,Expense,Inr,2018,February,2018-02,17,Saturday
2018-02-17 23:10:32,Credit Card,Family,Clothes,Nan,3598.0,Expense,Inr,2018,February,2018-02,17,Saturday
2018-02-17 19:27:16,Cash,Transportation,Bike,Mall Parking,20.0,Expense,Inr,2018,February,2018-02,17,Saturday
2018-02-17 19:26:45,Cash,Food,Lunch,5 Chapati,30.0,Expense,Inr,2018,February,2018-02,17,Saturday
2018-02-16 08:44:18,Saving Bank Account 1,Food,Snacks,Banana Chips,45.0,Expense,Inr,2018,February,2018-02,16,Friday
2018-02-16 08:41:51,Saving Bank Account 1,Food,Biscuits,Khari Packet,45.0,Expense,Inr,2018,February,2018-02,16,Friday
2018-02-16 08:41:33,Saving Bank Account 1,Food,Milk,1 Lit,72.0,Expense,Inr,2018,February,2018-02,16,Friday
2018-02-15 19:48:20,Saving Bank Account 1,Food,Ice Cream,Chocobar,35.0,Expense,Inr,2018,February,2018-02,15,Thursday
2018-02-15 19:47:54,Saving Bank Account 1,Food,Grocery,Half Kg Tomato + Methi 1 Judi,30.0,Expense,Inr,2018,February,2018-02,15,Thursday
2018-02-15 19:46:43,Credit Card,Household,Kirana,Supermart,117.0,Expense,Inr,2018,February,2018-02,15,Thursday
2018-02-14 19:12:16,Saving Bank Account 1,Food,Snacks,1 Chicken Shawarma,60.0,Expense,Inr,2018,February,2018-02,14,Wednesday
2018-02-13 20:24:24,Credit Card,Food,Potato,Potato 1Kg,25.0,Expense,Inr,2018,February,2018-02,13,Tuesday
2018-02-13 20:23:23,Saving Bank Account 1,Food,Bread,Bread,35.0,Expense,Inr,2018,February,2018-02,13,Tuesday
2018-02-13 20:22:43,Saving Bank Account 1,Food,Grocery,Amul Cheese,72.0,Expense,Inr,2018,February,2018-02,13,Tuesday
2018-02-13 06:58:06,Saving Bank Account 1,Food,Milk,1 Lit,72.0,Expense,Inr,2018,February,2018-02,13,Tuesday
2018-01-31 22:00:22,Cash,Food,Dinner,At Restaurant,320.0,Expense,Inr,2018,January,2018-01,31,Wednesday
2018-01-31 20:01:53,Saving Bank Account 1,Transportation,Bike,Parking Sticker,50.0,Expense,Inr,2018,January,2018-01,31,Wednesday
2018-01-31 08:21:09,Saving Bank Account 1,Salary,Nan,From Workplace,64636.0,Income,Inr,2018,January,2018-01,31,Wednesday
2018-01-31 07:31:34,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2018,January,2018-01,31,Wednesday
2018-01-30 21:05:31,Saving Bank Account 1,Household,Kitchen,Matchbox Packet 10Pcs,10.0,Expense,Inr,2018,January,2018-01,30,Tuesday
2018-01-30 21:05:19,Saving Bank Account 1,Food,Grocery,Dahi 2 Packets,20.0,Expense,Inr,2018,January,2018-01,30,Tuesday
2018-01-30 15:31:24,Saving Bank Account 1,Share Market,Nan,Nan,10000.0,Transfer-Out,Inr,2018,January,2018-01,30,Tuesday
2018-01-30 08:47:37,Cash,Family,Pocket Money,Nan,100.0,Expense,Inr,2018,January,2018-01,30,Tuesday
2018-01-29 07:50:07,Saving Bank Account 1,Food,Biscuits,Khari Packet,45.0,Expense,Inr,2018,January,2018-01,29,Monday
2018-01-29 07:49:51,Saving Bank Account 1,Food,Eggs,6 Eggs,42.0,Expense,Inr,2018,January,2018-01,29,Monday
2018-01-29 07:49:22,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2018,January,2018-01,29,Monday
2018-01-28 19:26:02,Saving Bank Account 1,Food,Snacks,2 Kachori,24.0,Expense,Inr,2018,January,2018-01,28,Sunday
2018-01-28 19:24:01,Credit Card,Household,Kirana,Smart Point,976.9,Expense,Inr,2018,January,2018-01,28,Sunday
2018-01-28 19:16:31,Credit Card,Household,Kirana,Supermart,764.0,Expense,Inr,2018,January,2018-01,28,Sunday
2018-01-27 18:15:53,Saving Bank Account 1,Transportation,Bike,Two Wheeler Bikedelux Third Installment,43000.0,Expense,Inr,2018,January,2018-01,27,Saturday
2018-01-27 09:57:14,Saving Bank Account 1,Share Market,Nan,Nan,30000.0,Transfer-Out,Inr,2018,January,2018-01,27,Saturday
2018-01-26 14:11:01,Cash,Transportation,Auto,Place 0 To Current Residence,15.0,Expense,Inr,2018,January,2018-01,26,Friday
2018-01-26 12:38:42,Cash,Transportation,Train,Place 0 To Place 4 Return,20.0,Expense,Inr,2018,January,2018-01,26,Friday
2018-01-26 12:37:47,Credit Card,Apparel,Clothing,Pyjama (999)+ Carry Bag (10),1009.0,Expense,Inr,2018,January,2018-01,26,Friday
2018-01-26 10:06:07,Saving Bank Account 1,Food,Rajgira Ladu,1 Packet,20.0,Expense,Inr,2018,January,2018-01,26,Friday
2018-01-26 10:05:55,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2018,January,2018-01,26,Friday
2018-01-26 10:03:44,Cash,Food,Potato,Potato 1Kg,25.0,Expense,Inr,2018,January,2018-01,26,Friday
2018-01-26 10:03:28,Cash,Household,Kirana,Idli Pith 1Kg,38.0,Expense,Inr,2018,January,2018-01,26,Friday
2018-01-25 13:24:57,Cash,Food,Lunch,Catering Service,70.0,Expense,Inr,2018,January,2018-01,25,Thursday
2018-01-24 16:33:41,Share Market Trading,Saving Bank Account 1,Nan,Nan,97.14,Transfer-Out,Inr,2018,January,2018-01,24,Wednesday
2018-01-24 09:51:12,Cash,Food,Milk,Half Lit  Milk,35.0,Expense,Inr,2018,January,2018-01,24,Wednesday
2018-01-23 21:28:59,Credit Card,Household,Kirana,Smart Point,273.0,Expense,Inr,2018,January,2018-01,23,Tuesday
2018-01-22 19:05:26,Saving Bank Account 1,Food,Flour Mill,2 Kg Bajari,14.0,Expense,Inr,2018,January,2018-01,22,Monday
2018-01-22 12:08:08,Cash,Food,Flour Mill,M D Sure 3Kg Atta,162.0,Expense,Inr,2018,January,2018-01,22,Monday
2018-01-22 10:25:23,Saving Bank Account 1,Health,Medicine,Cough-Sills 4 Pcs + Sinarest 3 Pcs,30.0,Expense,Inr,2018,January,2018-01,22,Monday
2018-01-22 10:25:11,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2018,January,2018-01,22,Monday
2018-01-21 19:44:43,Credit Card,Food,Dinner,Home Food Delivery,384.0,Expense,Inr,2018,January,2018-01,21,Sunday
2018-01-20 23:30:27,Saving Bank Account 1,Amazon Pay Cashback,Nan,Nan,2.0,Income,Inr,2018,January,2018-01,20,Saturday
2018-01-20 20:53:43,Saving Bank Account 1,Food,Biscuits,Crack-Jack 1 Packi,10.0,Expense,Inr,2018,January,2018-01,20,Saturday
2018-01-20 20:53:20,Saving Bank Account 1,Food,Bread,Nan,45.0,Expense,Inr,2018,January,2018-01,20,Saturday
2018-01-20 10:18:03,Credit Card,Subscription,Tata Sky,Permanent Residence - Tata Play Recharge,179.0,Expense,Inr,2018,January,2018-01,20,Saturday
2018-01-19 22:24:42,Saving Bank Account 1,Food,Bread,Flatbread 6 Pcs,17.0,Expense,Inr,2018,January,2018-01,19,Friday
2018-01-19 22:24:20,Saving Bank Account 1,Household,Kirana,Amul Butter,53.0,Expense,Inr,2018,January,2018-01,19,Friday
2018-01-19 22:23:35,Cash,Food,Bread,Flatbread 6 Pcs,20.0,Expense,Inr,2018,January,2018-01,19,Friday
2018-01-19 22:22:37,Cash,Household,Kirana,Cakes,46.0,Expense,Inr,2018,January,2018-01,19,Friday
2018-01-18 21:57:46,Saving Bank Account 1,Transportation,Bike,Two Wheeler Bikedelux Second Installment,50000.0,Expense,Inr,2018,January,2018-01,18,Thursday
2018-01-18 15:09:12,Credit Card,Food,Lunch,Fresh Veggie Pizza,219.0,Expense,Inr,2018,January,2018-01,18,Thursday
2018-01-18 07:55:29,Saving Bank Account 1,Food,Eggs,6 Eggs,42.0,Expense,Inr,2018,January,2018-01,18,Thursday
2018-01-18 07:55:00,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2018,January,2018-01,18,Thursday
2018-01-16 09:20:40,Cash,Household,Kirana,Bhagar 1Kg 130 + Idli Pith 1Kg 35,165.0,Expense,Inr,2018,January,2018-01,16,Tuesday
2018-01-16 08:22:48,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2018,January,2018-01,16,Tuesday
2018-01-16 07:11:55,Credit Card,Social Life,Leisure,Marathon,298.0,Expense,Inr,2018,January,2018-01,16,Tuesday
2018-01-15 16:55:27,Credit Card,Food,Sweets,Chitale Srikhand,284.0,Expense,Inr,2018,January,2018-01,15,Monday
2018-01-15 16:54:35,Cash,Food,Grocery,Onion 1 Kg + Half Kg Potato,38.0,Expense,Inr,2018,January,2018-01,15,Monday
2018-01-15 13:51:31,Cash,Transportation,Train,Place 0 To Place 3 Returns,40.0,Expense,Inr,2018,January,2018-01,15,Monday
2018-01-15 13:50:29,Saving Bank Account 1,Transportation,Auto,Uber Auto: Place 4 Station To Current Residence Society,266.0,Expense,Inr,2018,January,2018-01,15,Monday
2018-01-14 15:23:43,Cash,Transportation,Train,Place 0 To Santacruz Return,40.0,Expense,Inr,2018,January,2018-01,14,Sunday
2018-01-14 15:22:04,Credit Card,Household,Hardware,Vibrating Electronic Message Tool,798.0,Expense,Inr,2018,January,2018-01,14,Sunday
2018-01-14 15:22:51,Cash,Transportation,Auto,Station To Decathlon,20.0,Expense,Inr,2018,January,2018-01,14,Sunday
2018-01-14 15:22:40,Cash,Transportation,Auto,Decathlon To Station,25.0,Expense,Inr,2018,January,2018-01,14,Sunday
2018-01-14 15:21:39,Credit Card,Apparel,Clothing,Head Band,199.0,Expense,Inr,2018,January,2018-01,14,Sunday
2018-01-14 12:21:16,Cash,Transportation,Auto,Pali Hill To Bandra Station,23.0,Expense,Inr,2018,January,2018-01,14,Sunday
2018-01-14 10:54:48,Cash,Transportation,Auto,Mumbai University Kalina To Santacruz Station,40.0,Expense,Inr,2018,January,2018-01,14,Sunday
2018-01-14 07:30:30,Cash,Transportation,Auto,Current Residence To Place 0,15.0,Expense,Inr,2018,January,2018-01,14,Sunday
2018-01-13 20:57:11,Cash,Health,Medicine,Thyroid Tablets,740.0,Expense,Inr,2018,January,2018-01,13,Saturday
2018-01-13 20:55:55,Saving Bank Account 1,Apparel,Laundry,Clothes Ironing,80.0,Expense,Inr,2018,January,2018-01,13,Saturday
2017-12-31 13:25:39,Cash,Food,Bread,Flatbread 24 Pcs,30.0,Expense,Inr,2017,December,2017-12,31,Sunday
2017-12-31 08:15:25,Saving Bank Account 1,Salary,Nan,From Workplace,64623.0,Income,Inr,2017,December,2017-12,31,Sunday
2017-12-31 07:21:05,Saving Bank Account 1,Interest,Nan,Interest Paid,594.0,Income,Inr,2017,December,2017-12,31,Sunday
2017-12-30 10:51:45,Cash,Food,Vegetables,Dudhi 20 + Mirchi 5,25.0,Expense,Inr,2017,December,2017-12,30,Saturday
2017-12-29 21:36:07,Saving Bank Account 1,Family,Misc,For Utensils,450.0,Expense,Inr,2017,December,2017-12,29,Friday
2017-12-29 18:22:49,Cash,Food,Snacks,3 Pavwada,30.0,Expense,Inr,2017,December,2017-12,29,Friday
2017-12-29 18:22:25,Cash,Household,Kirana,Nan,182.0,Expense,Inr,2017,December,2017-12,29,Friday
2017-12-29 18:22:11,Cash,Food,Flour Mill,Nan,5.0,Expense,Inr,2017,December,2017-12,29,Friday
2017-12-29 13:00:01,Saving Bank Account 1,Subscription,Mobile Service Provider,Data Booster Pack,181.0,Expense,Inr,2017,December,2017-12,29,Friday
2017-12-28 18:27:52,Cash,Food,Vegetables,Ginger,10.0,Expense,Inr,2017,December,2017-12,28,Thursday
2017-12-27 18:43:16,Cash,Food,Grocery,Tata Salt 28+ 6 Eggs 42,70.0,Expense,Inr,2017,December,2017-12,27,Wednesday
2017-12-26 21:55:12,Saving Bank Account 1,Fixed Deposit,Nan,Nan,250000.0,Transfer-Out,Inr,2017,December,2017-12,26,Tuesday
2017-12-26 21:50:33,Fixed Deposit,Saving Bank Account 1,Nan,Nan,150000.0,Transfer-Out,Inr,2017,December,2017-12,26,Tuesday
2017-12-26 19:35:40,Credit Card,Subscription,Newspaper,"Et Prime (1+1) Till 24 Dec,2024",1749.0,Expense,Inr,2017,December,2017-12,26,Tuesday
2017-12-25 17:43:26,Credit Card,Subscription,Tata Sky,Permanent Residence - Tata Play Recharge,156.0,Expense,Inr,2017,December,2017-12,25,Monday
2017-12-25 11:53:26,Saving Bank Account 1,Subscription,Mobile Service Provider,Data Booster Pack,181.0,Expense,Inr,2017,December,2017-12,25,Monday
2017-12-25 05:48:15,Cash,Transportation,Auto,Place 2 Station To Permanent Residence,80.0,Expense,Inr,2017,December,2017-12,25,Monday
2017-12-24 21:24:36,Saving Bank Account 1,Transportation,Auto,2 Current Residence To Place 0,30.0,Expense,Inr,2017,December,2017-12,24,Sunday
2017-12-24 19:28:25,Credit Card,Gift,Nan,Birthday Gift,1364.0,Expense,Inr,2017,December,2017-12,24,Sunday
2017-12-24 19:28:11,Cash,Food,Snacks,Gupta Bhel,25.0,Expense,Inr,2017,December,2017-12,24,Sunday
2017-12-24 19:27:42,Cash,Household,Toiletries,Toothbrush (Buy 2 Get 1),100.0,Expense,Inr,2017,December,2017-12,24,Sunday
2017-12-24 08:06:55,Saving Bank Account 1,Food,Milk,Half Lit  Milk,35.0,Expense,Inr,2017,December,2017-12,24,Sunday
2017-12-23 11:06:42,Credit Card,Gift,Nan,Birthday Gift,798.0,Expense,Inr,2017,December,2017-12,23,Saturday
2017-12-22 14:42:54,Saving Bank Account 1,Food,Lunch,Home Food Delivery,380.0,Expense,Inr,2017,December,2017-12,22,Friday
2017-12-21 20:45:11,Saving Bank Account 1,Food,Snacks,Vadapav,15.0,Expense,Inr,2017,December,2017-12,21,Thursday
2017-12-21 20:45:25,Cash,Household,Kirana,Surti Kolam 2Kg (54Rsx2)+Monaco Biscuits,118.0,Expense,Inr,2017,December,2017-12,21,Thursday
2017-12-21 14:34:40,Cash,Food,Lunch,Catering Service,65.0,Expense,Inr,2017,December,2017-12,21,Thursday
2017-12-21 14:34:05,Cash,Food,Milk,Milk 1Lit,70.0,Expense,Inr,2017,December,2017-12,21,Thursday
2017-12-20 10:31:16,Cash,Food,Lunch,Catering Service,95.0,Expense,Inr,2017,December,2017-12,20,Wednesday
2017-12-20 10:31:16,Credit Card,Subscription,Edtech Course,Renewal,28400.0,Expense,Inr,2017,December,2017-12,20,Wednesday
2017-12-19 20:59:27,Saving Bank Account 1,Gpay Reward,Nan,Nan,6.0,Income,Inr,2017,December,2017-12,19,Tuesday
